area_id,area_name,date,map_views,search_views,directions,call_clicks,website_clicks,total_reviews,average_rating,review_count_change,review5,review4,review3,review2,review1,location_count
area002,勝山市,2025-09-27,2384,776,922,19,199,191,4,7,3,3,0,0,1,4
area002,勝山市,2025-09-28,2679,814,1221,13,227,198,4.6,7,5,1,1,0,0,4
area002,勝山市,2025-09-29,1480,541,348,11,121,204,4.8,6,5,1,0,0,0,4
area002,勝山市,2025-09-30,1341,548,280,15,124,212,4.9,8,7,1,0,0,0,4
area002,勝山市,2025-10-01,1252,516,272,12,107,218,4.7,6,4,2,0,0,0,4
area002,勝山市,2025-10-02,1313,584,261,18,101,221,4.3,3,1,2,0,0,0,4
area002,勝山市,2025-10-03,1396,603,273,8,117,226,4.2,5,2,2,1,0,0,4
area002,勝山市,2025-10-04,1896,709,382,5,141,232,4.3,6,2,4,0,0,0,4
area002,勝山市,2025-10-05,2071,768,424,10,157,240,4.6,8,5,3,0,0,0,4
area002,勝山市,2025-10-06,1512,540,335,9,116,244,4.8,4,3,1,0,0,0,4
area002,勝山市,2025-10-07,1288,587,240,8,90,256,4.5,12,8,2,2,0,0,4
area002,勝山市,2025-10-08,1338,515,271,6,107,258,5,2,2,0,0,0,0,4
area002,勝山市,2025-10-09,1446,584,310,11,109,263,4.8,5,4,1,0,0,0,4
area002,勝山市,2025-10-10,1438,620,361,11,108,266,4.7,3,2,1,0,0,0,4
area002,勝山市,2025-10-11,2501,896,578,19,157,275,4.3,9,6,0,3,0,0,4
area002,勝山市,2025-10-12,3305,1104,828,24,208,287,4.4,12,6,5,1,0,0,4
area002,勝山市,2025-10-13,2381,878,600,9,175,298,4.8,11,9,2,0,0,0,4
area002,勝山市,2025-10-14,1455,597,389,7,112,307,4.8,9,7,2,0,0,0,4
area002,勝山市,2025-10-15,1349,563,301,4,128,311,4.3,4,2,1,1,0,0,4
area002,勝山市,2025-10-16,1356,569,329,5,117,317,4.5,6,3,3,0,0,0,4
area002,勝山市,2025-10-17,1340,539,352,5,118,323,4.8,6,5,1,0,0,0,4
area002,勝山市,2025-10-18,2011,646,583,8,171,335,4.4,12,7,3,2,0,0,4
area002,勝山市,2025-10-19,2357,775,743,14,188,343,4.6,8,5,3,0,0,0,4
area002,勝山市,2025-10-20,1687,651,378,11,149,348,4.8,5,4,1,0,0,0,4
area002,勝山市,2025-10-21,1339,516,301,12,115,354,4.7,6,4,2,0,0,0,4
area002,勝山市,2025-10-22,1261,489,255,10,121,364,4.7,10,7,3,0,0,0,4
area002,勝山市,2025-10-23,1352,552,285,7,94,370,4.7,6,4,2,0,0,0,4
area002,勝山市,2025-10-24,1436,552,310,8,99,376,5,6,6,0,0,0,0,4
area002,勝山市,2025-10-25,2023,650,387,22,172,380,4.5,4,2,2,0,0,0,4
area002,勝山市,2025-10-26,2052,723,462,16,180,390,4.6,10,6,4,0,0,0,4
area002,勝山市,2025-10-27,1547,584,360,16,156,397,4.3,7,3,3,1,0,0,4
area002,勝山市,2025-10-28,1378,514,280,5,133,405,4.6,8,6,1,1,0,0,4
area002,勝山市,2025-10-29,1648,588,346,9,127,408,3.3,3,1,1,0,0,1,4
area002,勝山市,2025-10-30,1450,516,278,12,111,414,4.7,6,4,2,0,0,0,4
area002,勝山市,2025-10-31,1387,567,300,2,112,421,4.7,7,5,2,0,0,0,4
area002,勝山市,2025-11-01,2318,715,447,11,129,424,4.7,3,2,1,0,0,0,4
area002,勝山市,2025-11-02,2867,916,724,16,161,433,4.6,9,5,4,0,0,0,4
area002,勝山市,2025-11-03,2362,716,456,12,140,439,4.5,6,3,3,0,0,0,4
area002,勝山市,2025-11-04,1637,649,337,15,136,446,4.6,7,5,1,1,0,0,4
area002,勝山市,2025-11-05,1545,563,285,14,128,453,4.7,7,5,2,0,0,0,4
area002,勝山市,2025-11-06,1588,593,302,7,155,455,4.5,2,1,1,0,0,0,4
area002,勝山市,2025-11-07,1833,611,391,8,136,469,4.6,14,11,1,2,0,0,4
area002,勝山市,2025-11-08,2473,780,493,17,165,482,4.7,13,11,0,2,0,0,4
area002,勝山市,2025-11-09,2538,827,533,12,192,490,4.5,8,4,4,0,0,0,4
area002,勝山市,2025-11-10,1824,631,385,10,139,496,4.5,6,5,0,0,1,0,4
area002,勝山市,2025-11-11,1689,562,297,13,143,506,4.4,10,6,3,0,1,0,4
area002,勝山市,2025-11-12,1611,590,363,11,132,514,4.9,8,7,1,0,0,0,4
area002,勝山市,2025-11-13,1656,565,390,8,133,520,3.5,6,3,1,0,0,2,4
area002,勝山市,2025-11-14,1702,639,378,7,115,527,4.3,7,4,1,2,0,0,4
area002,勝山市,2025-11-15,2342,740,503,17,166,534,3.4,7,3,0,1,3,0,4
area002,勝山市,2025-11-16,2647,784,569,14,183,541,4.1,7,3,3,0,1,0,4
area002,勝山市,2025-11-17,1884,664,423,8,145,545,4.8,4,3,1,0,0,0,4
area002,勝山市,2025-11-18,1659,709,359,4,138,555,4.2,10,5,3,1,1,0,4
area002,勝山市,2025-11-19,1686,754,356,8,158,556,5,1,1,0,0,0,0,4
area002,勝山市,2025-11-20,1630,698,336,7,161,567,4.8,11,9,2,0,0,0,4
area002,勝山市,2025-11-21,1746,697,360,10,131,574,4.3,7,4,2,0,1,0,4
area002,勝山市,2025-11-22,2668,802,550,9,173,587,4.8,13,11,1,1,0,0,4
area002,勝山市,2025-11-23,3168,947,757,16,202,598,4.2,11,5,4,1,1,0,4
area002,勝山市,2025-11-24,2430,676,551,8,142,600,5,2,2,0,0,0,0,4
area002,勝山市,2025-11-25,1601,606,424,4,142,613,4.3,13,5,7,1,0,0,4
area002,勝山市,2025-11-26,1315,514,296,9,106,625,4.2,12,6,4,1,0,1,4
area002,勝山市,2025-11-27,1330,573,312,6,85,631,4.2,6,3,1,2,0,0,4
area002,勝山市,2025-11-28,1355,561,353,4,104,636,4.8,5,4,1,0,0,0,4
area002,勝山市,2025-11-29,1859,647,486,7,123,646,4.9,10,9,1,0,0,0,4
area002,勝山市,2025-11-30,2018,702,507,9,147,654,4.8,8,7,0,1,0,0,4
area002,勝山市,2025-12-01,1500,659,430,5,139,659,4.6,5,4,0,1,0,0,4
area002,勝山市,2025-12-02,1398,597,377,6,107,668,4.9,9,8,1,0,0,0,4
area002,勝山市,2025-12-03,1546,743,413,2,165,671,4.3,3,1,2,0,0,0,4
area002,勝山市,2025-12-04,1637,1000,460,3,241,675,5,4,4,0,0,0,0,4
area002,勝山市,2025-12-05,1652,877,440,6,236,681,4.7,6,4,2,0,0,0,4
area002,勝山市,2025-12-06,1981,1050,457,12,230,689,4.8,8,7,0,1,0,0,4
area002,勝山市,2025-12-07,2287,1051,600,12,189,697,4.6,8,6,1,1,0,0,4
area002,勝山市,2025-12-08,1736,948,510,9,233,702,4.8,5,4,1,0,0,0,4
area002,勝山市,2025-12-09,1628,889,460,9,219,707,5,5,5,0,0,0,0,4
area002,勝山市,2025-12-10,1530,802,471,14,159,715,4.4,8,4,3,1,0,0,4
area002,勝山市,2025-12-11,1576,853,489,11,196,719,4,4,2,0,2,0,0,4
area002,勝山市,2025-12-12,1567,907,451,12,239,724,4.4,5,4,0,0,1,0,4
area002,勝山市,2025-12-13,1890,788,560,8,250,731,4.6,7,5,1,1,0,0,4
area002,勝山市,2025-12-14,2151,840,674,20,239,738,4.3,7,3,3,1,0,0,4
area002,勝山市,2025-12-15,1719,899,592,14,250,738,0,0,0,0,0,0,0,4
area002,勝山市,2025-12-16,1632,976,539,9,254,743,4,5,3,0,1,1,0,4
area002,勝山市,2025-12-17,1744,886,535,15,257,744,5,1,1,0,0,0,0,4
area002,勝山市,2025-12-18,1805,977,608,10,276,748,4.8,4,3,1,0,0,0,4
area002,勝山市,2025-12-19,1770,1003,606,15,323,751,4.3,3,1,2,0,0,0,4
area002,勝山市,2025-12-20,2276,914,751,14,384,757,4.7,6,4,2,0,0,0,4
area002,勝山市,2025-12-21,2315,969,792,16,411,763,4.3,6,3,2,1,0,0,4
area002,勝山市,2025-12-22,1925,1033,639,9,325,767,4.3,4,3,0,0,1,0,4
area002,勝山市,2025-12-23,1794,945,635,12,334,771,4.5,4,2,2,0,0,0,4
area002,勝山市,2025-12-24,1585,918,512,6,332,774,5,3,3,0,0,0,0,4
area002,勝山市,2025-12-25,1803,1018,547,14,364,779,4.6,5,4,0,1,0,0,4
area002,勝山市,2025-12-26,2381,1528,806,48,735,781,5,2,2,0,0,0,0,4
area002,勝山市,2025-12-27,2971,1447,1120,23,665,784,4,3,1,1,1,0,0,4
area002,勝山市,2025-12-28,3599,1453,1324,38,651,788,4.5,4,3,0,1,0,0,4
area002,勝山市,2025-12-29,3803,1384,1368,36,592,798,4.6,10,6,4,0,0,0,4
area002,勝山市,2025-12-30,3253,1245,1188,37,568,811,4.6,13,8,5,0,0,0,4
area002,勝山市,2025-12-31,2364,973,836,38,537,818,3.4,7,3,1,1,0,2,4
area002,勝山市,2026-01-01,2645,1120,1125,39,612,822,4.8,4,3,1,0,0,0,4
area002,勝山市,2026-01-02,3685,1457,1654,32,804,829,4.6,7,4,3,0,0,0,4
area002,勝山市,2026-01-03,3361,1291,1510,28,617,835,4.5,6,4,1,1,0,0,4
area002,勝山市,2026-01-04,2964,1168,1229,15,458,840,4.4,5,2,3,0,0,0,4
area002,勝山市,2026-01-05,2651,1326,1122,31,389,843,4.7,3,2,1,0,0,0,4
area002,勝山市,2026-01-06,2417,1246,1091,17,327,846,5,3,3,0,0,0,0,4
area002,勝山市,2026-01-07,2353,1202,963,19,310,851,4.6,5,3,2,0,0,0,4
area002,勝山市,2026-01-08,2400,1300,1076,12,383,854,4.7,3,2,1,0,0,0,4
area002,勝山市,2026-01-09,2655,1383,1264,24,412,856,4,2,1,0,1,0,0,4
