area_id,area_name,date,map_views,search_views,directions,call_clicks,website_clicks,total_reviews,average_rating,review_count_change,review5,review4,review3,review2,review1,location_count
area006,おおい町,2025-11-12,887,537,161,8,65,91,0,0,0,0,0,0,0,5
area006,おおい町,2025-11-13,943,502,192,14,66,92,3,1,0,0,1,0,0,5
area006,おおい町,2025-11-14,1035,695,258,6,101,93,3,1,0,0,1,0,0,5
area006,おおい町,2025-11-15,1633,1030,451,17,130,94,5,1,1,0,0,0,0,5
area006,おおい町,2025-11-16,1735,779,347,10,127,95,5,1,1,0,0,0,0,5
area006,おおい町,2025-11-17,973,532,136,3,76,95,0,0,0,0,0,0,0,5
area006,おおい町,2025-11-18,898,473,136,3,85,95,0,0,0,0,0,0,0,5
area006,おおい町,2025-11-19,914,491,151,6,81,96,3,1,0,0,1,0,0,5
area006,おおい町,2025-11-20,1029,456,170,1,96,98,4,2,1,0,1,0,0,5
area006,おおい町,2025-11-21,1257,579,315,11,127,100,4.5,2,1,1,0,0,0,5
area006,おおい町,2025-11-22,2267,896,616,18,231,100,0,0,0,0,0,0,0,5
area006,おおい町,2025-11-23,2542,1019,788,19,286,102,4,2,1,0,1,0,0,5
area006,おおい町,2025-11-24,1613,703,502,27,155,103,4,1,0,1,0,0,0,5
area006,おおい町,2025-11-25,754,364,128,4,66,103,0,0,0,0,0,0,0,5
area006,おおい町,2025-11-26,648,331,135,5,52,105,4.5,2,1,1,0,0,0,5
area006,おおい町,2025-11-27,716,329,153,4,47,105,0,0,0,0,0,0,0,5
area006,おおい町,2025-11-28,731,388,169,3,72,105,0,0,0,0,0,0,0,5
area006,おおい町,2025-11-29,1235,618,277,8,102,105,0,0,0,0,0,0,0,5
area006,おおい町,2025-11-30,1187,573,291,9,110,108,4,3,1,1,1,0,0,5
area006,おおい町,2025-12-01,572,239,124,4,50,109,4,1,0,1,0,0,0,5
area006,おおい町,2025-12-02,597,270,105,5,47,109,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-03,508,273,130,4,42,110,4,1,0,1,0,0,0,5
area006,おおい町,2025-12-04,598,348,103,2,49,113,4.3,3,1,2,0,0,0,5
area006,おおい町,2025-12-05,601,458,115,4,64,113,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-06,848,628,195,9,82,114,5,1,1,0,0,0,0,5
area006,おおい町,2025-12-07,921,666,204,8,81,114,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-08,511,417,90,3,54,114,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-09,565,321,107,7,44,116,4,2,1,0,1,0,0,5
area006,おおい町,2025-12-10,518,293,93,2,50,117,5,1,1,0,0,0,0,5
area006,おおい町,2025-12-11,538,305,80,9,40,117,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-12,543,289,107,6,51,117,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-13,989,405,192,5,68,118,4,1,0,1,0,0,0,5
area006,おおい町,2025-12-14,819,482,189,9,86,118,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-15,498,277,81,4,37,119,3,1,0,0,1,0,0,5
area006,おおい町,2025-12-16,499,239,88,9,41,119,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-17,560,257,93,6,57,119,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-18,563,268,125,7,58,119,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-19,603,292,134,6,53,119,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-20,931,421,228,7,98,121,4.5,2,1,1,0,0,0,5
area006,おおい町,2025-12-21,823,413,193,5,104,122,5,1,1,0,0,0,0,5
area006,おおい町,2025-12-22,540,246,86,1,57,122,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-23,470,295,94,7,55,123,3,1,0,0,1,0,0,5
area006,おおい町,2025-12-24,477,262,102,1,76,125,4.5,2,1,1,0,0,0,5
area006,おおい町,2025-12-25,467,272,89,13,57,125,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-26,525,263,114,5,82,125,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-27,887,429,201,4,152,125,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-28,1070,614,257,15,185,125,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-29,918,721,144,11,159,125,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-30,838,544,110,5,139,125,0,0,0,0,0,0,0,5
area006,おおい町,2025-12-31,573,394,79,6,104,125,0,0,0,0,0,0,0,5
area006,おおい町,2026-01-01,641,379,63,3,74,125,0,0,0,0,0,0,0,5
area006,おおい町,2026-01-02,671,443,90,4,109,126,5,1,1,0,0,0,0,5
area006,おおい町,2026-01-03,796,428,163,12,137,126,0,0,0,0,0,0,0,5
area006,おおい町,2026-01-04,742,411,199,6,84,127,4,1,0,1,0,0,0,5
area006,おおい町,2026-01-05,513,298,110,4,54,127,0,0,0,0,0,0,0,5
area006,おおい町,2026-01-06,488,292,100,6,42,127,0,0,0,0,0,0,0,5
area006,おおい町,2026-01-07,483,245,140,3,42,127,0,0,0,0,0,0,0,5
area006,おおい町,2026-01-08,417,206,63,4,26,128,5,1,1,0,0,0,0,5
area006,おおい町,2026-01-09,499,308,112,8,47,129,3,1,0,0,1,0,0,5
