area_id,area_name,date,map_views,search_views,directions,call_clicks,website_clicks,total_reviews,average_rating,review_count_change,review5,review4,review3,review2,review1,location_count
area004,敦賀市,2025-12-05,835,576,133,6,52,179,0,0,0,0,0,0,0,5
area004,敦賀市,2025-12-06,1320,803,267,6,72,180,5,1,1,0,0,0,0,5
area004,敦賀市,2025-12-07,1295,820,260,4,65,180,0,0,0,0,0,0,0,5
area004,敦賀市,2025-12-08,832,586,131,1,43,182,4.5,2,1,1,0,0,0,5
area004,敦賀市,2025-12-09,806,616,124,5,53,186,5,4,4,0,0,0,0,5
area004,敦賀市,2025-12-10,815,394,104,3,43,186,0,0,0,0,0,0,0,5
area004,敦賀市,2025-12-11,781,391,130,4,30,186,0,0,0,0,0,0,0,5
area004,敦賀市,2025-12-12,880,444,131,3,53,186,0,0,0,0,0,0,0,5
area004,敦賀市,2025-12-13,1225,510,283,10,83,186,0,0,0,0,0,0,0,5
area004,敦賀市,2025-12-14,1166,469,170,5,66,189,3.3,3,0,1,2,0,0,5
area004,敦賀市,2025-12-15,714,409,122,1,44,189,0,0,0,0,0,0,0,5
area004,敦賀市,2025-12-16,728,430,116,3,38,190,3,1,0,0,1,0,0,5
area004,敦賀市,2025-12-17,661,432,112,6,45,190,0,0,0,0,0,0,0,5
area004,敦賀市,2025-12-18,841,385,133,3,54,191,3,1,0,0,1,0,0,5
area004,敦賀市,2025-12-19,801,446,150,11,54,192,5,1,1,0,0,0,0,5
area004,敦賀市,2025-12-20,1614,523,312,9,90,194,3,2,0,0,2,0,0,5
area004,敦賀市,2025-12-21,1195,567,146,4,76,196,3,2,0,1,0,1,0,5
area004,敦賀市,2025-12-22,835,449,142,3,58,198,4,2,0,2,0,0,0,5
area004,敦賀市,2025-12-23,786,429,123,3,61,198,0,0,0,0,0,0,0,5
area004,敦賀市,2025-12-24,741,397,126,5,44,202,4.8,4,3,1,0,0,0,5
area004,敦賀市,2025-12-25,861,442,115,4,61,204,3.5,2,0,1,1,0,0,5
area004,敦賀市,2025-12-26,693,384,102,1,43,205,5,1,1,0,0,0,0,5
area004,敦賀市,2025-12-27,1249,508,199,13,112,206,4,1,0,1,0,0,0,5
area004,敦賀市,2025-12-28,1537,614,272,4,105,208,3.5,2,1,0,0,1,0,5
area004,敦賀市,2025-12-29,1409,524,258,5,123,209,4,1,0,1,0,0,0,5
area004,敦賀市,2025-12-30,1201,498,153,0,115,209,0,0,0,0,0,0,0,5
area004,敦賀市,2025-12-31,824,342,88,3,68,209,0,0,0,0,0,0,0,5
area004,敦賀市,2026-01-01,785,395,75,2,74,209,0,0,0,0,0,0,0,5
area004,敦賀市,2026-01-02,941,408,136,4,63,211,4,2,0,2,0,0,0,5
area004,敦賀市,2026-01-03,978,410,157,4,61,212,5,1,1,0,0,0,0,5
area004,敦賀市,2026-01-04,975,382,156,2,47,214,4.5,2,1,1,0,0,0,5
area004,敦賀市,2026-01-05,720,331,84,2,31,215,3,1,0,0,1,0,0,5
area004,敦賀市,2026-01-06,675,340,83,1,30,219,4.3,4,2,1,1,0,0,5
area004,敦賀市,2026-01-07,571,321,92,2,51,219,0,0,0,0,0,0,0,5
area004,敦賀市,2026-01-08,658,348,51,2,35,219,0,0,0,0,0,0,0,5
area004,敦賀市,2026-01-09,713,345,96,0,52,220,5,1,1,0,0,0,0,5
