area_id,area_name,date,map_views,search_views,directions,call_clicks,website_clicks,total_reviews,average_rating,review_count_change,location_count
area007,越前市,2025-12-09,15,4,1,2,1,0,0,0,2
area007,越前市,2025-12-10,8,6,6,0,1,0,0,0,2
area007,越前市,2025-12-11,18,7,0,1,0,0,0,0,2
area007,越前市,2025-12-12,20,24,5,0,0,0,0,0,2
area007,越前市,2025-12-13,31,5,4,0,0,0,0,0,2
area007,越前市,2025-12-14,11,6,3,0,0,0,0,0,2
area007,越前市,2025-12-15,20,14,0,0,1,0,0,0,2
area007,越前市,2025-12-16,27,12,12,0,0,0,0,0,2
area007,越前市,2025-12-17,15,12,1,2,1,0,0,0,2
area007,越前市,2025-12-18,22,7,0,0,0,0,0,0,2
area007,越前市,2025-12-19,20,9,0,0,0,0,0,0,2
area007,越前市,2025-12-20,8,3,0,2,0,0,0,0,2
area007,越前市,2025-12-21,10,3,3,0,0,0,0,0,2
area007,越前市,2025-12-22,15,9,1,0,0,0,0,0,2
area007,越前市,2025-12-23,23,7,5,0,1,0,0,0,2
area007,越前市,2025-12-24,11,13,3,0,0,0,0,0,2
area007,越前市,2025-12-25,10,7,1,0,1,0,0,0,2
area007,越前市,2025-12-26,22,2,3,0,1,0,0,0,2
area007,越前市,2025-12-27,32,5,4,0,0,0,0,0,2
area007,越前市,2025-12-28,30,2,4,0,0,0,0,0,2
area007,越前市,2025-12-29,19,8,4,0,0,0,0,0,2
area007,越前市,2025-12-30,13,2,0,0,2,0,0,0,2
area007,越前市,2025-12-31,16,11,0,0,0,0,0,0,2
area007,越前市,2026-01-01,14,9,5,0,0,0,0,0,2
area007,越前市,2026-01-02,22,6,2,1,1,0,0,0,2
area007,越前市,2026-01-03,11,9,5,0,0,0,0,0,2
area007,越前市,2026-01-04,11,3,1,0,0,0,0,0,2
area007,越前市,2026-01-05,13,10,1,0,0,0,0,0,2
area007,越前市,2026-01-06,23,16,15,0,1,0,0,0,2
area007,越前市,2026-01-07,21,10,7,3,0,0,0,0,2
area007,越前市,2026-01-08,19,13,0,0,1,0,0,0,2
area007,越前市,2026-01-09,20,4,8,4,0,0,0,0,2
