area_id,area_name,date,map_views,search_views,directions,call_clicks,website_clicks,total_reviews,average_rating,review_count_change,location_count
area010,小浜市,2025-10-06,111,26,5,0,2,0,0,0,3
area010,小浜市,2025-10-07,99,31,12,1,4,0,0,0,3
area010,小浜市,2025-10-08,125,40,10,0,5,0,0,0,3
area010,小浜市,2025-10-09,130,44,10,1,4,0,0,0,3
area010,小浜市,2025-10-10,165,38,13,0,5,0,0,0,3
area010,小浜市,2025-10-11,246,60,18,0,5,0,0,0,3
area010,小浜市,2025-10-12,292,61,29,0,15,0,0,0,3
area010,小浜市,2025-10-13,202,43,16,0,3,0,0,0,3
area010,小浜市,2025-10-14,109,26,10,0,2,0,0,0,3
area010,小浜市,2025-10-15,118,29,0,1,3,0,0,0,3
area010,小浜市,2025-10-16,94,25,8,1,11,0,0,0,3
area010,小浜市,2025-10-17,192,46,10,0,6,0,0,0,3
area010,小浜市,2025-10-18,194,35,12,2,10,0,0,0,3
area010,小浜市,2025-10-19,182,38,34,2,8,0,0,0,3
area010,小浜市,2025-10-20,160,33,14,0,3,0,0,0,3
area010,小浜市,2025-10-21,107,33,0,0,3,0,0,0,3
area010,小浜市,2025-10-22,104,18,2,0,8,0,0,0,3
area010,小浜市,2025-10-23,113,30,1,1,4,0,0,0,3
area010,小浜市,2025-10-24,140,30,15,0,4,0,0,0,3
area010,小浜市,2025-10-25,202,33,9,3,8,0,0,0,3
area010,小浜市,2025-10-26,198,29,18,1,9,0,0,0,3
area010,小浜市,2025-10-27,124,21,10,0,3,0,0,0,3
area010,小浜市,2025-10-28,97,21,2,0,6,0,0,0,3
area010,小浜市,2025-10-29,122,34,6,0,7,0,0,0,3
area010,小浜市,2025-10-30,120,22,6,0,4,0,0,0,3
area010,小浜市,2025-10-31,154,39,11,0,2,0,0,0,3
area010,小浜市,2025-11-01,197,27,2,0,2,0,0,0,3
area010,小浜市,2025-11-02,242,39,7,2,7,0,0,0,3
area010,小浜市,2025-11-03,193,27,8,3,5,0,0,0,3
area010,小浜市,2025-11-04,117,18,2,0,1,0,0,0,3
area010,小浜市,2025-11-05,103,26,8,0,6,0,0,0,3
area010,小浜市,2025-11-06,107,15,9,0,2,0,0,0,3
area010,小浜市,2025-11-07,120,18,14,1,5,0,0,0,3
area010,小浜市,2025-11-08,175,16,30,1,6,0,0,0,3
area010,小浜市,2025-11-09,162,32,10,0,7,0,0,0,3
area010,小浜市,2025-11-10,119,18,6,0,3,0,0,0,3
area010,小浜市,2025-11-11,130,20,6,0,5,0,0,0,3
area010,小浜市,2025-11-12,107,23,4,0,0,0,0,0,3
area010,小浜市,2025-11-13,129,23,4,0,6,0,0,0,3
area010,小浜市,2025-11-14,116,22,10,0,3,0,0,0,3
area010,小浜市,2025-11-15,174,41,19,0,5,0,0,0,3
area010,小浜市,2025-11-16,204,32,17,5,9,0,0,0,3
area010,小浜市,2025-11-17,118,12,10,0,6,0,0,0,3
area010,小浜市,2025-11-18,127,17,2,1,1,0,0,0,3
area010,小浜市,2025-11-19,121,22,9,1,3,0,0,0,3
area010,小浜市,2025-11-20,139,30,3,0,5,0,0,0,3
area010,小浜市,2025-11-21,138,20,14,0,1,0,0,0,3
area010,小浜市,2025-11-22,250,26,17,1,10,0,0,0,3
area010,小浜市,2025-11-23,263,30,13,2,5,0,0,0,3
area010,小浜市,2025-11-24,171,22,13,0,2,0,0,0,3
area010,小浜市,2025-11-25,100,14,20,0,3,0,0,0,3
area010,小浜市,2025-11-26,113,21,6,0,2,0,0,0,3
area010,小浜市,2025-11-27,69,21,8,0,1,0,0,0,3
area010,小浜市,2025-11-28,107,22,8,0,4,0,0,0,3
area010,小浜市,2025-11-29,178,25,5,0,12,0,0,0,3
area010,小浜市,2025-11-30,143,17,15,0,7,0,4,1,3
area010,小浜市,2025-12-01,99,21,26,1,3,0,0,0,3
area010,小浜市,2025-12-02,92,22,0,0,5,0,0,0,3
area010,小浜市,2025-12-03,70,14,7,0,3,0,0,0,3
area010,小浜市,2025-12-04,93,15,9,1,2,0,0,0,3
area010,小浜市,2025-12-05,71,17,2,0,2,0,0,0,3
area010,小浜市,2025-12-06,117,19,7,1,3,0,0,0,3
area010,小浜市,2025-12-07,96,23,0,2,3,0,0,0,3
area010,小浜市,2025-12-08,106,23,16,0,2,0,0,0,3
area010,小浜市,2025-12-09,63,21,1,0,6,0,0,0,3
area010,小浜市,2025-12-10,66,15,3,0,3,0,0,0,3
area010,小浜市,2025-12-11,80,9,2,0,2,0,0,0,3
area010,小浜市,2025-12-12,87,8,11,0,6,0,0,0,3
area010,小浜市,2025-12-13,168,19,8,0,5,0,0,0,3
area010,小浜市,2025-12-14,137,19,3,1,3,0,0,0,3
area010,小浜市,2025-12-15,61,14,0,0,3,0,0,0,3
area010,小浜市,2025-12-16,72,7,0,0,2,0,0,0,3
area010,小浜市,2025-12-17,65,18,3,0,2,0,0,0,3
area010,小浜市,2025-12-18,78,10,0,0,3,0,0,0,3
area010,小浜市,2025-12-19,73,9,10,1,2,0,0,0,3
area010,小浜市,2025-12-20,166,27,16,0,5,0,0,0,3
area010,小浜市,2025-12-21,109,18,2,0,3,0,0,0,3
area010,小浜市,2025-12-22,92,12,0,0,1,0,0,0,3
area010,小浜市,2025-12-23,69,19,11,0,5,0,0,0,3
area010,小浜市,2025-12-24,45,7,3,0,1,0,0,0,3
area010,小浜市,2025-12-25,76,24,5,0,2,0,0,0,3
area010,小浜市,2025-12-26,69,18,3,0,2,0,0,0,3
area010,小浜市,2025-12-27,120,12,0,0,8,0,0,0,3
area010,小浜市,2025-12-28,220,36,14,0,11,0,0,0,3
area010,小浜市,2025-12-29,127,32,2,0,2,0,0,0,3
area010,小浜市,2025-12-30,101,28,6,0,6,0,0,0,3
area010,小浜市,2025-12-31,83,28,1,0,4,0,0,0,3
area010,小浜市,2026-01-01,84,16,11,0,4,0,0,0,3
area010,小浜市,2026-01-02,98,12,0,0,3,0,0,0,3
area010,小浜市,2026-01-03,73,16,7,0,3,0,0,0,3
area010,小浜市,2026-01-04,91,19,10,0,3,0,0,0,3
area010,小浜市,2026-01-05,67,14,8,0,4,0,0,0,3
area010,小浜市,2026-01-06,61,12,4,0,0,0,0,0,3
area010,小浜市,2026-01-07,94,20,6,0,3,0,0,0,3
area010,小浜市,2026-01-08,77,11,4,0,6,0,0,0,3
area010,小浜市,2026-01-09,68,12,15,0,0,0,0,0,3
